Rh   0.0000000   0.0000000   0.0496074
Rh   2.7108568   0.0000000   0.0496074
Rh   -1.3554284   2.3476708   0.0496074
Rh   1.3554284   2.3476708   0.0496074
Rh   0.0000000   1.5651139   2.2295220
Rh   2.7108568   1.5651139   2.2295220
Rh   -1.3554284   3.9127847   2.2295220
Rh   1.3554284   3.9127847   2.2295220
Rh   1.3554284   0.7825569   4.4106939
Rh   4.0662852   0.7825569   4.4106939
Rh   0.0000000   3.1302277   4.4106939
Rh   2.7108568   3.1302277   4.4106939
Rh   -0.0000000   -0.0000000   6.5906085
Rh   2.7108568   0.0000000   6.5906085
Rh   -1.3554284   2.3476708   6.5906085
Rh   1.3554284   2.3476708   6.5906085
